"","id","father","mother","gv","sex","gen","farm","pheno"
"1","1001","759","840",0.107753244164031,"M",1,3,3.6702888894673
"2","1002","239","534",-0.433979435619383,"F",1,2,-0.455229515335632
"3","1003","95","166",0.171150837522826,"M",1,1,2.84006967005477
"4","1004","211","184",-0.257615651783521,"F",1,3,1.68478215894365
"5","1005","457","942",-0.480611316435363,"M",1,3,2.34983284285011
"6","1006","427","366",0.16509008225824,"F",1,2,-1.66513699467586
"7","1007","811","52",0.36287039759281,"M",1,1,4.12614007750814
"8","1008","651","584",-0.168153463620006,"F",1,3,2.05857394763213
"9","1009","191","982",-0.539475641273157,"M",1,2,0.30308389107947
"10","1010","653","816",0.0133719496472194,"F",1,2,-1.19315224133812
"11","1011","561","798",0.0101529562720743,"M",1,1,2.7914191669502
"12","1012","209","392",0.0133957599073309,"F",1,1,1.14144397453469
"13","1013","889","924",0.171498232589283,"M",1,3,3.37565606745429
"14","1014","259","532",-0.308919104290616,"F",1,1,-0.575093112315743
"15","1015","675","488",-0.461247369565365,"M",1,1,1.50209846650324
"16","1016","85","186",0.246244924546968,"F",1,3,2.75754003255987
"17","1017","741","202",-0.110289809526553,"M",1,3,3.85387715391201
"18","1018","639","516",0.146351010924605,"F",1,1,-0.602878211363486
"19","1019","973","44",0.257426575096941,"M",1,1,2.51697140969949
"20","1020","327","34",0.589521521646888,"F",1,2,0.299103117013647
"21","1021","895","414",0.558653584082762,"M",1,2,1.39858856590108
"22","1022","511","154",0.601352042973474,"F",1,3,2.2216736060962
"23","1023","267","886",2.1379536845052,"M",1,2,3.23529589106548
"24","1024","493","846",0.154563434754149,"F",1,2,-0.821212986408792
"25","1025","7","672",-0.418331536573328,"M",1,2,-1.03873021338695
"26","1026","983","990",1.37120685520567,"F",1,2,0.819174212637541
"27","1027","793","826",0.125861784088015,"M",1,1,1.76316410312298
"28","1028","699","372",-0.0964859254905415,"F",1,1,-0.989341985144537
"29","1029","641","620",-0.509937952533181,"M",1,3,3.88828429311424
"30","1030","637","862",-0.673995754388641,"F",1,1,-0.767389401064896
"31","1031","285","86",0.852884485618566,"M",1,3,4.00751214620482
"32","1032","223","898",-0.0704139214936572,"F",1,3,1.91844958943557
"33","1033","621","730",-0.0284347434711938,"M",1,1,3.60654280354798
"34","1034","643","22",0.684844733563412,"F",1,3,2.52922648214959
"35","1035","207","452",-0.145824399675942,"M",1,1,2.62575226346732
"36","1036","439","600",0.579804205207758,"F",1,2,0.165089357094182
"37","1037","853","772",-1.21463010971802,"M",1,1,0.458381088322124
"38","1038","629","72",-0.481905718275639,"F",1,3,0.712159260448153
"39","1039","413","266",-0.257585007111403,"M",1,3,3.12855540088777
"40","1040","615","190",0.147161920131675,"F",1,2,0.424413381395764
"41","1041","399","686",0.315838665470614,"M",1,2,0.827940319162676
"42","1042","835","100",-1.02689846632329,"F",1,1,-0.555435714268881
"43","1043","931","92",-0.311432572664459,"M",1,3,2.94715606775168
"44","1044","301","502",-0.688886509356615,"F",1,1,-1.68941707960481
"45","1045","445","268",0.230612559898155,"M",1,1,0.491872803889212
"46","1046","887","914",-0.994376233989142,"F",1,1,-0.244473776683621
"47","1047","197","460",1.10725944667704,"M",1,2,-0.194103359857756
"48","1048","681","824",0.270296077465201,"F",1,1,-0.310105540942979
"49","1049","151","404",-0.377384033363838,"M",1,3,4.30935360166831
"50","1050","307","152",1.19272367154045,"F",1,3,2.64583105798789
"51","1051","239","306",0.753219806385589,"M",1,2,2.33304148193074
"52","1052","95","696",0.439132068011611,"F",1,3,2.97519809816857
"53","1053","211","992",0.244778762760395,"M",1,1,2.11633719114968
"54","1054","457","304",0.57785769261108,"F",1,2,0.0551168190235762
"55","1055","427","198",0.299095779941478,"M",1,3,4.82774475930111
"56","1056","811","168",0.65847957238019,"F",1,3,2.43435621515243
"57","1057","651","786",-0.0343353771606609,"M",1,2,-0.209433482762761
"58","1058","191","680",-0.0633004063432513,"F",1,3,0.111647405620524
"59","1059","653","420",-0.348029462985185,"M",1,3,3.16605518047058
"60","1060","561","464",-0.0179514806938216,"F",1,3,2.1873357878282
"61","1061","209","738",0.798368469605178,"M",1,1,3.29092743659685
"62","1062","889","182",-0.507798446073573,"F",1,3,1.39325983416294
"63","1063","259","482",-0.897784793067896,"M",1,1,1.61021740600762
"64","1064","675","302",-0.713677154800698,"F",1,1,-0.517126085362523
"65","1065","85","634",-0.373885221475851,"M",1,3,5.26915150178489
"66","1066","741","554",0.75215739407516,"F",1,2,-0.140979343064494
"67","1067","639","82",-0.400484072356437,"M",1,3,3.95804783392027
"68","1068","973","750",0.567372784272948,"F",1,1,0.73670271223483
"69","1069","327","96",0.710445548162328,"M",1,1,2.44980918214228
"70","1070","895","654",-0.4820718395762,"F",1,3,0.659395357331658
"71","1071","511","232",0.107982684060838,"M",1,3,4.0248137521757
"72","1072","267","854",0.703101918497558,"F",1,1,-0.393932811067761
"73","1073","493","562",0.996091457457465,"M",1,1,4.24983587705746
"74","1074","7","192",-0.413913856349125,"F",1,1,0.0249479961930025
"75","1075","983","968",-0.513444418174453,"M",1,3,3.67406265087039
"76","1076","793","30",0.0619652387525463,"F",1,3,3.15682775746869
"77","1077","699","362",0.315388852639006,"M",1,3,3.80334499107184
"78","1078","641","740",-0.523699432001969,"F",1,1,-0.446126897338303
"79","1079","637","676",0.305562166963491,"M",1,3,4.26194785906875
"80","1080","285","874",0.143417963012893,"F",1,1,0.15018110614802
"81","1081","223","4",0.883901822451694,"M",1,1,3.1003986960806
"82","1082","621","338",0.223919013031474,"F",1,2,-0.906197463455908
"83","1083","643","828",0.425832528322441,"M",1,3,4.61128724471885
"84","1084","207","780",0.35374834452111,"F",1,3,3.4987326592102
"85","1085","439","692",-0.239462145437694,"M",1,2,2.28917898230671
"86","1086","853","504",0.0427512950196792,"F",1,3,3.22594368292537
"87","1087","629","38",-0.312447697188737,"M",1,2,0.598854390535421
"88","1088","413","346",-0.642162494322063,"F",1,3,2.1689944896618
"89","1089","615","122",-0.163764328423725,"M",1,2,2.13837342204715
"90","1090","399","54",0.309691261697856,"F",1,3,2.55964119283483
"91","1091","835","884",-0.00659586801881054,"M",1,3,3.7866217644153
"92","1092","931","244",-1.42425114807248,"F",1,3,0.793604026935166
"93","1093","301","12",-0.47178769010908,"M",1,3,4.21385487018939
"94","1094","445","138",1.35315566985413,"F",1,3,3.72290208900178
"95","1095","887","688",-0.829873112402558,"M",1,2,1.03197888655867
"96","1096","197","254",-0.45888649178648,"F",1,3,1.72872461468526
"97","1097","681","470",1.30715979271864,"M",1,2,3.31274054605184
"98","1098","151","18",0.269300781687853,"F",1,3,2.78029668291864
"99","1099","307","586",0.281865935886964,"M",1,1,2.4374271150156
"100","1100","759","110",0.759217832212992,"F",1,3,2.91989741048093
"101","1101","95","618",-0.118077714531398,"M",1,3,5.1486149756794
"102","1102","211","596",-0.204474972574989,"F",1,1,1.18710887008163
"103","1103","457","150",-0.265682666363071,"M",1,3,3.59639191413493
"104","1104","427","920",0.527955385601123,"F",1,2,-0.234601726757187
"105","1105","811","14",0.617257536103712,"M",1,1,1.17614802673162
"106","1106","651","876",-1.40271626231174,"F",1,3,0.993855296875857
"107","1107","191","700",-0.468010772725601,"M",1,3,2.89391664439062
"108","1108","653","880",0.00143511253518188,"F",1,2,-1.34602131416946
"109","1109","561","944",-0.249466184496364,"M",1,3,3.7249785160351
"110","1110","209","448",0.0708766870977861,"F",1,1,-0.773820228138497
"111","1111","889","430",-0.5073844374406,"M",1,3,3.68292595489456
"112","1112","259","462",-0.425317800585398,"F",1,2,-1.58092124070269
"113","1113","675","994",0.0806234483652234,"M",1,1,4.03172469369424
"114","1114","85","16",-0.090640658670097,"F",1,2,-0.460176412871649
"115","1115","741","242",-0.0441927659867681,"M",1,1,2.45485441213886
"116","1116","639","642",0.105200219417883,"F",1,1,-0.864281017000877
"117","1117","973","794",-0.413303726721578,"M",1,2,-0.480165208975629
"118","1118","327","954",-0.865681872116252,"F",1,2,-2.4764296960885
"119","1119","895","472",-0.241319765778481,"M",1,1,1.80674878165972
"120","1120","511","262",-0.0710616550096052,"F",1,2,-2.77160447572207
"121","1121","267","748",0.54572507525102,"M",1,1,2.45046703126035
"122","1122","493","424",0.411043151861756,"F",1,1,-0.357123494587681
"123","1123","7","720",-0.985209417897238,"M",1,2,0.649819618263935
"124","1124","983","1000",-0.0806859820260371,"F",1,1,-0.315740190063248
"125","1125","793","196",0.41638154871146,"M",1,1,2.76018087377346
"126","1126","699","522",0.243754866236597,"F",1,2,0.875310923065862
"127","1127","641","180",-0.95401953078432,"M",1,1,1.59928637302206
"128","1128","637","790",-0.0820776222075081,"F",1,2,-3.45569217091655
"129","1129","285","376",0.31795149497771,"M",1,3,6.31194405111238
"130","1130","223","126",0.360066106685598,"F",1,2,-0.783163757204235
"131","1131","621","142",-0.254656531520124,"M",1,3,2.34199441561328
"132","1132","643","632",-0.586572749178666,"F",1,3,1.29999692189693
"133","1133","207","568",0.207407977195362,"M",1,2,1.84298146206864
"134","1134","439","42",0.256778359649877,"F",1,2,-0.117989645499634
"135","1135","853","62",-0.0193913311802255,"M",1,2,1.77154239406778
"136","1136","629","440",0.177384121222483,"F",1,2,-0.706920134972882
"137","1137","413","162",-0.369840970305064,"M",1,3,3.19196670355247
"138","1138","615","178",0.255703408015915,"F",1,3,2.30068013388828
"139","1139","399","626",0.230523140431563,"M",1,1,2.85047928476397
"140","1140","835","204",-0.96520051221367,"F",1,2,-1.02956983323805
"141","1141","931","278",-1.1857523143052,"M",1,1,2.21734938796832
"142","1142","301","938",-0.198535076469367,"F",1,3,1.75611824412147
"143","1143","445","216",-0.481823827050212,"M",1,2,0.368970180350263
"144","1144","887","946",-0.249295109824877,"F",1,3,1.05228501784964
"145","1145","197","524",0.437002206025717,"M",1,1,3.2333005566117
"146","1146","681","860",0.77960488927898,"F",1,1,0.0874935675341398
"147","1147","151","108",-0.197029427405631,"M",1,1,2.45440430177542
"148","1148","307","46",0.208489982757988,"F",1,3,1.40679105602708
"149","1149","759","570",-0.00088628861886775,"M",1,3,3.15446835530139
"150","1150","239","836",-1.1975491197694,"F",1,1,-1.04256581800732
"151","1151","211","288",-0.625198864540387,"M",1,2,0.787713114052627
"152","1152","457","706",-0.0598673628118179,"F",1,3,1.02648737050752
"153","1153","427","442",-0.223012303841193,"M",1,1,1.0887309548323
"154","1154","811","526",-0.0454669593893374,"F",1,2,-0.292353364875241
"155","1155","651","574",-0.0110043659847115,"M",1,2,2.27208327409004
"156","1156","191","496",0.285804855726429,"F",1,1,-0.825620637846193
"157","1157","653","866",-0.819550926358173,"M",1,1,0.698561016993496
"158","1158","561","172",-0.0287700428974893,"F",1,2,-1.58911083476531
"159","1159","209","808",0.535890794344012,"M",1,1,2.48815952497815
"160","1160","889","450",0.492930353013363,"F",1,1,0.343057871361689
"161","1161","259","624",-0.198604583404811,"M",1,3,4.183116985223
"162","1162","675","916",-0.256311903780785,"F",1,3,3.32529443162404
"163","1163","85","426",-0.162806357585162,"M",1,1,2.6890247879542
"164","1164","741","902",-0.295727662921032,"F",1,1,0.145718544913907
"165","1165","639","274",-0.621375096028336,"M",1,2,0.436767618969748
"166","1166","973","996",1.03556050629348,"F",1,2,0.858979435519368
"167","1167","327","848",0.526135295526444,"M",1,2,0.13686300055503
"168","1168","895","844",0.27324967470122,"F",1,3,1.48389090554072
"169","1169","511","276",0.149953545944611,"M",1,1,1.83504727425385
"170","1170","267","356",0.10478160124474,"F",1,3,-0.0128895567658409
"171","1171","493","958",0.917149396986379,"M",1,3,4.51069843213826
"172","1172","7","606",0.246617273219317,"F",1,1,2.12138393032276
"173","1173","983","758",0.430245823759866,"M",1,1,1.66557333470522
"174","1174","793","136",0.416458346651241,"F",1,1,0.732296750976839
"175","1175","699","208",0.397536020133864,"M",1,1,1.82725705665124
"176","1176","641","28",0.0731390066706508,"F",1,1,0.0268945094920327
"177","1177","637","148",-0.266861797446762,"M",1,1,1.00154249848822
"178","1178","285","708",-0.569106278658502,"F",1,3,3.28441447419121
"179","1179","223","312",-0.114689692334444,"M",1,3,5.08106376264318
"180","1180","621","486",0.0235562091249681,"F",1,3,2.5451534063835
"181","1181","643","788",0.984591988325398,"M",1,2,1.18599997155661
"182","1182","207","774",-0.79789521916749,"F",1,3,1.63955997640409
"183","1183","439","256",-0.311562498361476,"M",1,2,1.35079073379349
"184","1184","853","6",0.228821914615695,"F",1,2,-1.69517678020768
"185","1185","629","662",-0.245104672372206,"M",1,3,4.18890082645405
"186","1186","413","386",0.0331966365047579,"F",1,1,-1.37547499357928
"187","1187","615","782",-1.22757300163311,"M",1,3,2.91830916267058
"188","1188","399","728",0.966989982311768,"F",1,1,3.04544085799792
"189","1189","835","478",-0.783682359128908,"M",1,3,4.35593523018185
"190","1190","931","340",-0.394500875794088,"F",1,3,0.911468963379074
"191","1191","301","188",0.530914208221735,"M",1,1,2.11069495922271
"192","1192","445","396",0.496536492545692,"F",1,2,-0.783762807472539
"193","1193","887","704",0.211783243128583,"M",1,3,3.71141487825899
"194","1194","197","766",0.470442557853682,"F",1,1,-1.28108657829092
"195","1195","681","456",0.448694674289015,"M",1,1,2.97354963695491
"196","1196","151","240",0.0405289397616721,"F",1,1,-0.978710276673164
"197","1197","307","694",0.572456061128184,"M",1,2,1.37384134119098
"198","1198","759","950",0.386068735315127,"F",1,3,1.98777462937619
"199","1199","239","226",-0.55555942933113,"M",1,3,3.81265290728941
"200","1200","95","214",0.86078852626521,"F",1,3,3.37490658231658
"201","1201","457","840",-0.352190894958401,"M",1,2,-0.276202550399603
"202","1202","427","534",0.21624243953544,"F",1,3,1.59554781054906
"203","1203","811","166",0.516332094395433,"M",1,1,1.96951784377951
"204","1204","651","184",0.20316622528046,"F",1,2,-0.624547609588402
"205","1205","191","942",-0.69709978390181,"M",1,3,3.6979999631389
"206","1206","653","366",-0.329490747334765,"F",1,3,2.26560306526388
"207","1207","561","52",-0.539914782808846,"M",1,1,2.02398169795747
"208","1208","209","584",0.563701126738499,"F",1,3,3.43918355220595
"209","1209","889","982",0.117147634781122,"M",1,2,1.77025779521549
"210","1210","259","816",0.21595653794098,"F",1,1,-0.972531747605289
"211","1211","675","798",0.178076439883926,"M",1,2,-0.220265968198467
"212","1212","85","392",-0.203745022489679,"F",1,2,-0.945717950926317
"213","1213","741","924",-0.370546965386866,"M",1,2,1.90471257746711
"214","1214","639","532",-0.515809458910347,"F",1,3,1.43309926923721
"215","1215","973","488",0.347198033933455,"M",1,1,4.0428577785652
"216","1216","327","186",0.874090487096939,"F",1,3,3.83351668184522
"217","1217","895","202",-0.154153579896289,"M",1,1,0.876559397984707
"218","1218","511","516",-0.0948032565148327,"F",1,2,-0.54758114071882
"219","1219","267","44",-0.0837210133475624,"M",1,3,3.04251442309925
"220","1220","493","34",0.952522930951171,"F",1,1,0.951644285057732
"221","1221","7","414",-0.852526643966442,"M",1,3,1.99745661514198
"222","1222","983","154",0.897177018818791,"F",1,1,0.47859699643851
"223","1223","793","886",0.519602629871169,"M",1,1,0.911928161317502
"224","1224","699","846",0.223166869446589,"F",1,3,1.65001331764329
"225","1225","641","672",-0.250477961593797,"M",1,2,0.951779704528424
"226","1226","637","990",0.232639846203223,"F",1,1,-0.131172191868635
"227","1227","285","826",0.501003564397579,"M",1,3,5.70955984983436
"228","1228","223","372",-0.153624238095959,"F",1,2,-2.39536914315077
"229","1229","621","620",-0.235998730950325,"M",1,2,0.398571827659143
"230","1230","643","862",-0.662997606634739,"F",1,3,1.57574524389485
"231","1231","207","86",1.16909633232353,"M",1,3,3.98576714591813
"232","1232","439","898",0.522539124172104,"F",1,2,-1.40648685472049
"233","1233","853","730",-0.280959752041947,"M",1,2,1.63171746326022
"234","1234","629","22",-0.362951578022668,"F",1,1,-0.833142543860782
"235","1235","413","452",0.0231479188518632,"M",1,3,4.63698507953255
"236","1236","615","600",0.139011043764732,"F",1,1,1.74092276327715
"237","1237","399","772",-0.316679730607087,"M",1,1,1.74216389975447
"238","1238","835","72",-0.46011831817182,"F",1,3,2.04136416019994
"239","1239","931","266",-0.962930208616735,"M",1,1,2.5639086867924
"240","1240","301","190",-0.366822128015095,"F",1,2,-1.38132076606182
"241","1241","445","686",0.317339526878121,"M",1,1,2.15062506615989
"242","1242","887","100",-0.322061427899164,"F",1,1,0.157343621473628
"243","1243","197","92",0.645437773104775,"M",1,2,1.14395785317383
"244","1244","681","502",0.933989369483184,"F",1,2,-0.771000082676093
"245","1245","151","268",0.184463062186339,"M",1,2,0.676732617292291
"246","1246","307","914",-0.0542129311430977,"F",1,2,-1.96925231155627
"247","1247","759","460",0.652015257040782,"M",1,1,2.02119907971557
"248","1248","239","824",-1.31952303600802,"F",1,3,0.512390726718815
"249","1249","95","404",0.157407640256086,"M",1,3,4.81952636885692
"250","1250","211","152",0.419247497290962,"F",1,3,2.41609049145738
"251","1251","427","306",-0.0227544233274539,"M",1,3,2.73470308113402
"252","1252","811","696",-0.436761423460082,"F",1,3,1.78035677584518
"253","1253","651","992",-0.322552490232497,"M",1,2,0.20745715491797
"254","1254","191","304",-0.913206879088092,"F",1,1,-0.512711502571229
"255","1255","653","198",-0.26377469648287,"M",1,2,0.67681824976518
"256","1256","561","168",-0.329941951770716,"F",1,1,-0.179730056094115
"257","1257","209","786",0.297534197541048,"M",1,1,1.38331216007434
"258","1258","889","680",0.864311571051736,"F",1,1,1.55909218378964
"259","1259","259","420",-0.475828203606411,"M",1,3,2.25181595845789
"260","1260","675","464",-0.305574989281061,"F",1,2,-0.685812738278833
"261","1261","85","738",0.546774249888079,"M",1,1,1.84932975294358
"262","1262","741","182",0.291819741750018,"F",1,3,1.54924081521934
"263","1263","639","482",-0.979900503749908,"M",1,3,2.15958454961046
"264","1264","973","302",-0.572637705728056,"F",1,1,-0.400038701857732
"265","1265","327","634",0.0435284591872897,"M",1,2,1.11836816675274
"266","1266","895","554",0.296382363442969,"F",1,3,2.37314168873474
"267","1267","511","82",0.0308542719940796,"M",1,3,3.50745127140273
"268","1268","267","750",0.668208920504713,"F",1,3,4.1936425304388
"269","1269","493","96",1.57152521218275,"M",1,2,1.90113012522943
"270","1270","7","654",-0.161337649686043,"F",1,1,1.47862984024154
"271","1271","983","232",0.731623446339362,"M",1,2,1.78652808763808
"272","1272","793","854",-0.139476754785218,"F",1,3,2.05074068569582
"273","1273","699","562",-0.17063913975082,"M",1,3,3.02257940395249
"274","1274","641","192",-0.11420621022833,"F",1,3,-0.580897150325783
"275","1275","637","968",-0.856984049812271,"M",1,3,3.50869156787191
"276","1276","285","30",-0.390924128152945,"F",1,1,-0.501253724952949
"277","1277","223","362",-0.159006263777554,"M",1,1,2.32822573690017
"278","1278","621","740",-0.808474840470494,"F",1,1,0.596961835500391
"279","1279","643","676",0.701882270184368,"M",1,1,1.46736044621168
"280","1280","207","874",0.585684000939011,"F",1,3,1.97311195018324
"281","1281","439","4",0.164830383770124,"M",1,1,2.96650385615553
"282","1282","853","338",0.628011739115138,"F",1,2,-0.0967173445589855
"283","1283","629","828",-0.210429190875963,"M",1,3,2.86749372387473
"284","1284","413","780",0.1035103587121,"F",1,1,1.10244179459728
"285","1285","615","692",-0.0785629902821582,"M",1,2,0.690719493180417
"286","1286","399","504",0.261549150796664,"F",1,1,-0.0374188428312557
"287","1287","835","38",-0.274125140535605,"M",1,2,0.798362309770664
"288","1288","931","346",-1.07809489281994,"F",1,3,1.75977585461811
"289","1289","301","122",0.260014706151466,"M",1,1,1.4947329545669
"290","1290","445","54",-0.244411195186093,"F",1,1,1.70157555848247
"291","1291","887","884",0.337266703117853,"M",1,2,0.860492568914997
"292","1292","197","244",0.637257538009914,"F",1,3,4.06854177585178
"293","1293","681","12",1.15753629569203,"M",1,3,3.86978021968429
"294","1294","151","138",0.980627056882265,"F",1,1,0.378734785330858
"295","1295","307","688",1.00953483945944,"M",1,1,3.46543987351697
"296","1296","759","254",0.0476213515005704,"F",1,3,1.95093372592688
"297","1297","239","470",0.395075454124944,"M",1,2,0.656884541067208
"298","1298","95","18",0.0770511579604429,"F",1,3,2.25074382592993
"299","1299","211","586",-0.581262929378394,"M",1,2,2.15667641614422
"300","1300","457","110",0.20901865116184,"F",1,3,3.0572649752745
